topic,date,avg_sentiment,avg_popularity,sample_size
Artificial Intelligence,2025-11-18,0.5587112612612612,109.98198198198199,111
Artificial Intelligence,2025-11-19,0.5816705357142856,101.73214285714286,112
Artificial Intelligence,2025-11-20,0.547338306451613,100.41935483870968,124
Artificial Intelligence,2025-11-21,0.6323398230088495,97.72566371681415,113
Artificial Intelligence,2025-11-22,0.6546068181818182,98.12727272727273,110
Artificial Intelligence,2025-11-23,0.5978976415094339,96.55660377358491,106
Artificial Intelligence,2025-11-24,0.6030504807692307,97.24038461538461,104
Artificial Intelligence,2025-11-25,0.6000245192307692,102.42307692307692,104
Artificial Intelligence,2025-11-26,0.6256858585858586,96.9090909090909,99
Artificial Intelligence,2025-11-28,0.5579747663551402,95.70093457943925,107
Artificial Intelligence,2025-11-29,0.5394789719626168,91.99065420560747,107
Artificial Intelligence,2025-11-30,0.5587583333333334,97.875,96
Artificial Intelligence,2025-12-01,0.5662407766990292,99.88349514563107,103
Artificial Intelligence,2025-12-02,0.5998380733944955,107.61467889908256,109
Artificial Intelligence,2025-12-03,0.5967985714285714,100.08571428571429,105
Artificial Intelligence,2025-12-04,0.5875230392156863,93.6078431372549,102
Artificial Intelligence,2025-12-05,0.5929074257425743,94.65346534653466,101
Artificial Intelligence,2025-12-06,0.5786721698113207,88.28301886792453,106
Artificial Intelligence,2025-12-07,0.5925947115384615,85.35576923076923,104
Artificial Intelligence,2025-12-08,0.6141370967741936,89.79569892473118,93
Artificial Intelligence,2025-12-09,0.6462225225225225,90.05405405405405,111
Artificial Intelligence,2025-12-10,0.642673,96.64,100
Artificial Intelligence,2025-12-11,0.5763917475728155,94.64077669902913,103
Artificial Intelligence,2025-12-12,0.5355852380952381,93.99047619047619,105
Artificial Intelligence,2025-12-13,0.5742951923076923,93.89423076923077,104
Artificial Intelligence,2025-12-14,0.5671932291666667,103.07291666666667,96
Artificial Intelligence,2025-12-15,0.5822193877551021,102.76530612244898,98
Artificial Intelligence,2025-12-16,0.5803355670103093,103.26804123711341,97
Artificial Intelligence,2025-12-17,0.5058674157303371,110.71910112359551,89
Artificial Intelligence,2025-12-18,0.5473215,110.51,100
Artificial Intelligence,2025-12-19,0.5588216981132076,103.13207547169812,106
Artificial Intelligence,2025-12-20,0.5551712121212121,100.77777777777777,99
Artificial Intelligence,2025-12-21,0.5687345,104.9,100
Artificial Intelligence,2025-12-22,0.5374133663366337,98.44554455445545,101
Artificial Intelligence,2025-12-24,0.5519851648351648,104.53846153846153,91
Artificial Intelligence,2025-12-25,0.5343623655913978,95.78494623655914,93
Artificial Intelligence,2025-12-26,0.5344528735632184,102.39080459770115,87
Artificial Intelligence,2025-12-27,0.5495888235294117,101.04705882352941,85
Artificial Intelligence,2025-12-28,0.5305715053763441,94.02150537634408,93
Artificial Intelligence,2025-12-29,0.5161540697674418,99.98837209302326,86
Artificial Intelligence,2025-12-30,0.5315176136363636,100.7840909090909,88
Artificial Intelligence,2025-12-31,0.5332982352941176,103.15294117647059,85
Artificial Intelligence,2026-01-01,0.505993888888889,96.74444444444444,90
Artificial Intelligence,2026-01-02,0.5592239130434783,97.42391304347827,92
Artificial Intelligence,2026-01-03,0.558075,96.8804347826087,92
Artificial Intelligence,2026-01-04,0.5436813186813187,92.58241758241758,91
Artificial Intelligence,2026-01-05,0.5438298850574713,101.0,87
Artificial Intelligence,2026-01-06,0.5639993975903614,107.50602409638554,83
Artificial Intelligence,2026-01-07,0.5648209302325581,102.93023255813954,86
Artificial Intelligence,2026-01-08,0.5643011904761904,104.39285714285714,84
Artificial Intelligence,2026-01-09,0.5665494505494505,111.95604395604396,91
Artificial Intelligence,2026-01-10,0.55802,98.58,100
Artificial Intelligence,2026-01-11,0.5942137254901961,100.41176470588235,102
Artificial Intelligence,2026-01-12,0.573878640776699,104.06796116504854,103
Artificial Intelligence,2026-01-13,0.5618266990291262,105.45631067961165,103
Artificial Intelligence,2026-01-14,0.5473658653846154,96.77884615384616,104
Artificial Intelligence,2026-01-15,0.5534032407407408,103.9074074074074,108
Artificial Intelligence,2026-01-16,0.527480693069307,101.93069306930693,101
Artificial Intelligence,2026-01-17,0.5233235849056603,101.20754716981132,106
Artificial Intelligence,2026-01-18,0.5317157407407408,104.42592592592592,108
Artificial Intelligence,2026-01-19,0.5646932291666666,112.29166666666667,96
Artificial Intelligence,2026-01-20,0.585075,108.39423076923077,104
Artificial Intelligence,2026-01-21,0.6040327956989248,108.70967741935483,93
Artificial Intelligence,2026-01-22,0.5926604166666667,99.41666666666667,96
Artificial Intelligence,2026-01-23,0.6053952631578947,101.11578947368422,95
Artificial Intelligence,2026-01-24,0.5909116504854369,95.92233009708738,103
Artificial Intelligence,2026-01-25,0.5616013636363636,93.85454545454546,110
Artificial Intelligence,2026-01-26,0.531304424778761,93.61946902654867,113
Artificial Intelligence,2026-01-27,0.5661373831775701,108.89719626168224,107
Artificial Intelligence,2026-01-28,0.5470392156862746,96.45098039215686,102
Artificial Intelligence,2026-01-29,0.5639563636363636,92.89090909090909,110
Artificial Intelligence,2026-01-30,0.6007426605504587,98.11009174311927,109
Artificial Intelligence,2026-01-31,0.6054881818181819,96.99090909090908,110
Artificial Intelligence,2026-02-01,0.5449158163265306,102.07142857142857,98
Artificial Intelligence,2026-02-02,0.5621235294117647,97.7156862745098,102
Artificial Intelligence,2026-02-03,0.5589880952380952,107.21904761904761,105
Artificial Intelligence,2026-02-04,0.5575732323232323,97.88888888888889,99
Artificial Intelligence,2026-02-05,0.5266777227722772,98.08910891089108,101
Artificial Intelligence,2026-02-06,0.5624901869158878,96.45794392523365,107
Artificial Intelligence,2026-02-07,0.5298956310679612,95.36893203883496,103
Artificial Intelligence,2026-02-08,0.5520514999999999,101.88,100
Artificial Intelligence,2026-02-09,0.5938735294117647,105.33333333333333,102
Artificial Intelligence,2026-02-10,0.5783877450980393,107.49019607843137,102
Artificial Intelligence,2026-02-11,0.5675516949152541,100.96610169491525,118
Artificial Intelligence,2026-02-12,0.5539487288135593,99.44067796610169,118
Artificial Intelligence,2026-02-13,0.5400349137931034,90.64655172413794,116
Artificial Intelligence,2026-02-14,0.5255790476190476,90.55238095238096,105
Artificial Intelligence,2026-02-15,0.5299619047619047,92.62857142857143,105
Artificial Intelligence,2026-02-16,0.5477897196261683,97.30841121495327,107
Artificial Intelligence,2026-02-17,0.5354048076923077,101.5673076923077,104
Artificial Intelligence,2026-02-18,0.5725490196078431,95.41176470588235,102
Artificial Intelligence,2026-02-20,0.5427110526315789,97.17894736842105,95
Artificial Intelligence,2026-02-21,0.5277390625,94.54166666666667,96
Artificial Intelligence,2026-02-22,0.511603804347826,91.44565217391305,92
Artificial Intelligence,2026-02-23,0.5526814606741574,89.25842696629213,89
Artificial Intelligence,2026-02-24,0.5384857142857142,97.51190476190476,84
Artificial Intelligence,2026-02-25,0.5307732142857142,95.83333333333333,84
Climate Change,2024-09-02,0.7069666666666666,81.95238095238095,21
Climate Change,2024-09-03,0.7981705882352941,84.0,17
Climate Change,2024-09-04,0.8425285714285715,83.66666666666667,21
Climate Change,2024-09-05,0.761618,80.04,25
Climate Change,2024-09-06,0.7799642857142857,83.46428571428571,28
Climate Change,2024-09-07,0.7195803571428572,80.75,28
Climate Change,2024-09-08,0.7375896551724138,85.51724137931035,29
Climate Change,2024-09-09,0.706471875,84.96875,32
Climate Change,2024-09-10,0.7364787878787878,92.33333333333333,33
Climate Change,2024-09-11,0.8281729166666666,98.625,24
Climate Change,2024-09-12,0.7212630434782609,95.34782608695652,23
Climate Change,2024-09-13,0.7171944444444444,88.74074074074075,27
Climate Change,2024-09-14,0.6893416666666666,87.58333333333333,24
Climate Change,2024-09-15,0.6994448275862069,86.27586206896552,29
Climate Change,2024-09-16,0.6580642857142857,98.21428571428571,28
Climate Change,2024-09-17,0.6202216666666666,97.56666666666666,30
Climate Change,2024-09-18,0.7272767857142857,90.39285714285714,28
Climate Change,2024-09-19,0.6798514285714286,84.17142857142858,35
Climate Change,2024-09-20,0.6865590909090908,72.33333333333333,33
Climate Change,2024-09-21,0.6694875,68.58333333333333,36
Climate Change,2024-09-23,0.6300894736842105,78.78947368421052,38
Climate Change,2024-09-24,0.6840983870967742,81.3225806451613,31
Climate Change,2024-09-25,0.6876544117647059,76.55882352941177,34
Climate Change,2024-09-26,0.6703897058823529,83.26470588235294,34
Climate Change,2024-09-27,0.7507785714285714,82.82857142857142,35
Climate Change,2024-09-28,0.7099012499999999,95.025,40
Climate Change,2024-09-29,0.7002307692307692,84.43589743589743,39
Climate Change,2024-09-30,0.7444676470588236,79.38235294117646,34
Climate Change,2024-10-01,0.7501613636363637,97.5,22
Climate Change,2024-10-02,0.7526409090909091,82.5,22
Climate Change,2024-10-03,0.7361181818181819,84.86363636363636,22
Climate Change,2024-10-04,0.7487953125,99.71875,32
Climate Change,2024-10-05,0.6740571428571428,94.85714285714286,28
Climate Change,2024-10-06,0.7132785714285715,89.53571428571429,28
Climate Change,2024-10-07,0.6753117647058824,98.23529411764706,34
Climate Change,2024-10-08,0.6521466666666667,92.36666666666666,30
Climate Change,2024-10-09,0.5649807692307692,88.15384615384616,26
Climate Change,2024-10-10,0.6740981481481482,97.4074074074074,27
Climate Change,2024-10-11,0.6992953125,81.34375,32
Climate Change,2024-10-12,0.6995919354838709,94.2258064516129,31
Climate Change,2024-10-13,0.7434866666666667,89.16666666666667,30
Climate Change,2024-10-14,0.743515,99.2,30
Climate Change,2024-10-15,0.6930051282051283,92.6923076923077,39
Climate Change,2024-10-16,0.822010465116279,103.27906976744185,43
Climate Change,2024-10-17,0.7254794871794872,89.25641025641026,39
Climate Change,2024-10-18,0.7917016666666666,105.26666666666667,30
Climate Change,2024-10-19,0.71267875,99.225,40
Climate Change,2024-10-20,0.7158447368421053,86.23684210526316,38
Climate Change,2024-10-21,0.7427310344827587,97.27586206896552,29
Climate Change,2024-10-22,0.784459375,84.96875,32
Climate Change,2024-10-23,0.7440296875,89.25,32
Climate Change,2024-10-24,0.6756318181818182,85.15151515151516,33
Climate Change,2024-10-25,0.6537397058823529,81.58823529411765,34
Climate Change,2025-10-11,0.7282720930232558,89.72093023255815,43
Climate Change,2025-10-12,0.7093636363636363,84.79545454545455,44
Climate Change,2025-10-13,0.7187071428571429,90.73809523809524,42
Climate Change,2025-10-14,0.785881111111111,93.86666666666666,45
Climate Change,2025-10-15,0.7518163043478261,86.54347826086956,46
Climate Change,2025-10-16,0.7606872340425531,88.08510638297872,47
Climate Change,2025-10-17,0.7259322222222222,82.17777777777778,45
Climate Change,2025-10-18,0.7503045454545454,84.12121212121212,33
Climate Change,2025-10-19,0.7863736842105263,79.21052631578948,38
Climate Change,2025-10-20,0.7869682926829269,70.3170731707317,41
Climate Change,2025-10-21,0.7601067567567568,77.75675675675676,37
Climate Change,2025-10-22,0.7170743243243243,76.70270270270271,37
Climate Change,2025-10-23,0.7054358974358974,82.97435897435898,39
Climate Change,2025-10-24,0.6733060975609756,88.97560975609755,41
Climate Change,2025-10-25,0.7003890243902439,95.8048780487805,41
Climate Change,2025-10-26,0.6757988372093023,83.65116279069767,43
Climate Change,2025-10-27,0.6642634146341463,88.04878048780488,41
Climate Change,2025-10-28,0.6863325,85.225,40
Climate Change,2025-10-29,0.7757514705882353,88.88235294117646,34
Climate Change,2025-10-30,0.7415083333333333,94.92857142857143,42
Climate Change,2025-10-31,0.7254673469387755,92.04081632653062,49
Climate Change,2025-11-01,0.78017375,88.7,40
Climate Change,2025-11-02,0.775004054054054,97.91891891891892,37
Climate Change,2025-11-03,0.7730283333333333,92.26666666666667,30
Climate Change,2025-11-04,0.7617606060606061,82.24242424242425,33
Climate Change,2025-11-05,0.6857794117647058,88.23529411764706,34
Climate Change,2025-11-06,0.7702256097560976,90.26829268292683,41
Climate Change,2025-11-07,0.7364521276595745,86.42553191489361,47
Climate Change,2025-11-08,0.7524767441860465,83.13953488372093,43
Climate Change,2025-11-09,0.7790780487804878,77.46341463414635,41
Climate Change,2025-11-10,0.7611355263157895,84.97368421052632,38
Climate Change,2025-11-11,0.716196511627907,84.48837209302326,43
Climate Change,2025-11-12,0.6932045454545455,91.20454545454545,44
Climate Change,2025-11-13,0.6613512195121951,105.53658536585365,41
Climate Change,2025-11-14,0.7251782608695652,107.52173913043478,46
Climate Change,2025-11-15,0.650435576923077,105.36538461538461,52
Climate Change,2025-11-17,0.6879462962962962,89.27777777777777,54
Climate Change,2025-11-18,0.6325980392156864,87.72549019607843,51
Climate Change,2025-11-19,0.7164130434782608,106.56521739130434,46
Climate Change,2025-11-20,0.6971411764705883,106.37254901960785,51
Climate Change,2025-11-21,0.7743627906976744,94.74418604651163,43
Climate Change,2025-11-22,0.7093918918918919,97.35135135135135,37
Climate Change,2025-11-23,0.7175214285714285,87.42857142857143,42
Climate Change,2025-11-24,0.7289777777777777,100.36111111111111,36
Climate Change,2025-11-25,0.753745,87.65,40
Climate Change,2025-11-26,0.6974763157894737,99.44736842105263,38
Climate Change,2025-11-28,0.7442138888888888,88.41666666666667,36
Climate Change,2025-11-29,0.7395637500000001,93.975,40
Climate Change,2025-11-30,0.7943105263157895,97.76315789473684,38
Climate Change,2025-12-01,0.8059802631578947,93.3157894736842,38
Climate Change,2025-12-02,0.7268631578947368,104.07894736842105,38
Climate Change,2025-12-03,0.7651943181818183,94.3409090909091,44
Climate Change,2025-12-04,0.7866326086956521,84.6304347826087,46
Climate Change,2025-12-05,0.715859090909091,80.54545454545455,55
Climate Change,2025-12-06,0.6233802083333333,81.60416666666667,48
Climate Change,2025-12-07,0.6632602564102564,83.7948717948718,39
Climate Change,2025-12-08,0.65817,93.62857142857143,35
Climate Change,2025-12-09,0.5963178571428571,82.57142857142857,42
Climate Change,2025-12-10,0.6958848484848484,86.03030303030303,33
Climate Change,2025-12-11,0.7777999999999999,82.94871794871794,39
Climate Change,2025-12-12,0.7895686046511629,98.34883720930233,43
Climate Change,2025-12-13,0.7736486842105263,109.3157894736842,38
Climate Change,2025-12-14,0.7967157894736842,99.63157894736842,38
Climate Change,2025-12-15,0.7367088235294117,100.91176470588235,34
Climate Change,2025-12-16,0.7282931034482758,104.34482758620689,29
Climate Change,2025-12-17,0.7520727272727273,81.42424242424242,33
Climate Change,2025-12-18,0.679840243902439,92.7560975609756,41
Climate Change,2025-12-19,0.67557,92.8,45
Climate Change,2025-12-20,0.6759794871794872,86.64102564102564,39
Climate Change,2025-12-21,0.6638814285714285,87.45714285714286,35
Climate Change,2025-12-22,0.7768097222222222,89.69444444444444,36
Climate Change,2025-12-24,0.7013608108108108,100.89189189189189,37
Climate Change,2025-12-25,0.7186573170731707,96.09756097560975,41
Climate Change,2025-12-26,0.6760499999999999,97.1891891891892,37
Climate Change,2025-12-27,0.6072430555555556,95.16666666666667,36
Climate Change,2025-12-28,0.6196267441860465,75.93023255813954,43
Climate Change,2025-12-29,0.597352380952381,88.80952380952381,42
Climate Change,2025-12-30,0.6733934782608696,86.82608695652173,46
Climate Change,2025-12-31,0.6392558823529412,91.11764705882354,51
Climate Change,2026-01-01,0.6586730769230769,91.21153846153847,52
Climate Change,2026-01-02,0.6725670454545454,94.5,44
Climate Change,2026-01-03,0.6371386363636363,93.13636363636364,44
Climate Change,2026-01-04,0.6731113636363637,89.29545454545455,44
Climate Change,2026-01-05,0.6565046511627908,90.3953488372093,43
Climate Change,2026-01-06,0.76318625,93.0,40
Climate Change,2026-01-07,0.7221390243902438,92.85365853658537,41
Climate Change,2026-01-08,0.788953947368421,95.39473684210526,38
Climate Change,2026-01-09,0.7989614285714286,95.2,35
Climate Change,2026-01-10,0.6889608108108108,91.5945945945946,37
Climate Change,2026-01-11,0.7699277777777778,96.33333333333333,36
Climate Change,2026-01-12,0.7460783783783784,94.83783783783784,37
Climate Change,2026-01-13,0.7118024390243902,97.29268292682927,41
Climate Change,2026-01-14,0.7578308510638297,86.82978723404256,47
Climate Change,2026-01-15,0.6987461538461539,83.23076923076923,52
Climate Change,2026-01-16,0.687966,90.06,50
Climate Change,2026-01-17,0.6725968085106383,102.12765957446808,47
Climate Change,2026-01-18,0.7595585106382978,89.57446808510639,47
Climate Change,2026-01-19,0.7101377358490565,85.56603773584905,53
Climate Change,2026-01-20,0.6516402173913043,110.0,46
Climate Change,2026-01-21,0.6416968749999999,88.53125,64
Climate Change,2026-01-22,0.6801179104477613,103.88059701492537,67
Climate Change,2026-01-23,0.6925611111111112,91.81944444444444,72
Climate Change,2026-01-24,0.6675007692307692,101.8923076923077,65
Climate Change,2026-01-25,0.6429491525423728,103.47457627118644,59
Climate Change,2026-01-26,0.6407008771929825,106.49122807017544,57
Climate Change,2026-01-27,0.6569790322580645,102.5,62
Climate Change,2026-01-28,0.7440657407407407,104.03703703703704,54
Climate Change,2026-01-29,0.6983942307692307,101.90384615384616,52
Climate Change,2026-01-30,0.6821266666666667,118.4888888888889,45
Climate Change,2026-01-31,0.6349969999999999,113.7,50
Climate Change,2026-02-01,0.6070295918367347,107.16326530612245,49
Climate Change,2026-02-02,0.621066,111.94,50
Climate Change,2026-02-03,0.6096028301886791,110.77358490566037,53
Climate Change,2026-02-04,0.6155047169811321,90.73584905660377,53
Climate Change,2026-02-05,0.627499019607843,89.25490196078431,51
Climate Change,2026-02-06,0.6457105769230769,78.76923076923077,52
Climate Change,2026-02-07,0.6647974999999999,88.125,40
Climate Change,2026-02-08,0.6707795454545454,68.3409090909091,44
Climate Change,2026-02-09,0.6552267441860465,87.34883720930233,43
Climate Change,2026-02-10,0.6565823529411765,88.84313725490196,51
Climate Change,2026-02-11,0.6889561224489796,86.75510204081633,49
Climate Change,2026-02-12,0.6291487499999999,91.95,40
Climate Change,2026-02-13,0.6516333333333333,93.55555555555556,36
Climate Change,2026-02-14,0.543484,83.42,50
Climate Change,2026-02-15,0.5461699999999999,94.8,40
Climate Change,2026-02-16,0.5393127906976743,84.79069767441861,43
Climate Change,2026-02-17,0.6052836956521739,78.28260869565217,46
Climate Change,2026-02-18,0.6301754901960784,97.3921568627451,51
Climate Change,2026-02-20,0.6974144444444444,95.11111111111111,45
Climate Change,2026-02-21,0.6532166666666667,96.48717948717949,39
Climate Change,2026-02-22,0.666053488372093,95.48837209302326,43
Climate Change,2026-02-23,0.6455702380952381,85.57142857142857,42
Climate Change,2026-02-24,0.6365357142857143,95.47619047619048,42
Climate Change,2026-02-25,0.6162202380952381,100.19047619047619,42
Economy,2024-09-02,0.6888348101265822,92.59493670886076,79
Economy,2024-09-03,0.7043462365591397,89.21505376344086,93
Economy,2024-09-04,0.7089026315789473,89.6842105263158,95
Economy,2024-09-05,0.6504865,94.02,100
Economy,2024-09-06,0.6680735576923078,89.22115384615384,104
Economy,2024-09-07,0.6657639175257731,87.95876288659794,97
Economy,2024-09-08,0.6284321428571429,89.76190476190476,84
Economy,2024-09-09,0.6547123529411765,87.18823529411765,85
Economy,2024-09-10,0.6869379120879121,88.48351648351648,91
Economy,2024-09-11,0.6658186046511627,87.6046511627907,86
Economy,2024-09-12,0.6364844086021505,88.74193548387096,93
Economy,2024-09-13,0.7189291666666667,84.01041666666667,96
Economy,2024-09-14,0.724282474226804,88.29896907216495,97
Economy,2024-09-15,0.6893506329113924,90.20253164556962,79
Economy,2024-09-16,0.6658256097560975,82.91463414634147,82
Economy,2024-09-17,0.6874947368421053,92.32894736842105,76
Economy,2024-09-18,0.7105958823529411,87.91764705882353,85
Economy,2024-09-19,0.7333774509803922,83.72549019607843,102
Economy,2024-09-20,0.6993684210526315,84.03508771929825,114
Economy,2024-09-21,0.6755291666666666,82.44444444444444,108
Economy,2024-09-23,0.6783575757575757,77.33333333333333,99
Economy,2024-09-24,0.6831348484848484,84.4040404040404,99
Economy,2024-09-25,0.6677360824742268,85.01030927835052,97
Economy,2024-09-26,0.6922431818181818,84.30909090909091,110
Economy,2024-09-27,0.7128079207920792,88.42574257425743,101
Economy,2024-09-28,0.6896331775700935,92.86915887850468,107
Economy,2024-09-29,0.6957239583333333,86.40625,96
Economy,2024-09-30,0.7137028409090909,83.67045454545455,88
Economy,2024-10-01,0.7203829411764705,89.67058823529412,85
Economy,2024-10-02,0.736759375,87.90625,96
Economy,2024-10-03,0.7236285714285714,86.54081632653062,98
Economy,2024-10-04,0.7315585858585859,87.47474747474747,99
Economy,2024-10-05,0.6355598958333334,88.10416666666667,96
Economy,2024-10-06,0.70622,91.89411764705882,85
Economy,2024-10-07,0.6834831325301205,88.02409638554217,83
Economy,2024-10-08,0.655370652173913,95.46739130434783,92
Economy,2024-10-09,0.6288247368421053,94.14736842105263,95
Economy,2024-10-10,0.6573505263157894,87.33684210526316,95
Economy,2024-10-11,0.6610881720430107,89.78494623655914,93
Economy,2024-10-12,0.6917197916666668,92.40625,96
Economy,2024-10-13,0.6688532967032967,92.67032967032966,91
Economy,2024-10-14,0.6757599999999999,98.76666666666667,90
Economy,2024-10-15,0.693779381443299,91.41237113402062,97
Economy,2024-10-16,0.6575964285714286,86.35714285714286,98
Economy,2024-10-17,0.6287264705882353,84.81372549019608,102
Economy,2024-10-18,0.692691826923077,91.61538461538461,104
Economy,2024-10-19,0.6817460869565217,90.22608695652174,115
Economy,2024-10-20,0.6833783018867925,92.84905660377359,106
Economy,2024-10-21,0.6758558252427185,89.84466019417475,103
Economy,2024-10-22,0.6601532710280373,91.53271028037383,107
Economy,2024-10-23,0.6430307692307692,91.23076923076923,104
